Car.ID,Brand,Year,Engine.Size,Fuel.Type,Transmission,Mileage,Condition,Price,Model
491,Mercedes,2017,2.1,Diesel,Automatic,45874,Used,29705.896500000003,GLA
493,Mercedes,2019,1.6,Petrol,Automatic,17898,Used,19914.342,GLA
494,Honda,2002,1.5,Petrol,Manual,146647,Used,5832.33,Fit
495,Honda,2006,1.8,Petrol,Manual,95814,Used,5742.51,Civic
496,Mercedes,2021,3,Petrol,Manual,26631,Used,56631.09,C-Class
497,Toyota,2013,2.4,Petrol,Manual,59006,Used,7350.84,Corolla
499,Honda,2004,2.4,Petrol,Automatic,150980,Used,6095.3655,CR-V
500,Mercedes,2021,1.3,Petrol,Automatic,26564,Used,47802.174,GLA
502,Mercedes,2022,1.3,Hybrid,Automatic,13798,Used,38151.529500000004,GLA
503,Ford,2001,5.4,Petrol,Manual,117053,Used,5154.91,Mustang
504,BMW,2020,1.6,Petrol,Manual,32833,Used,27984.74,5 Series
505,Audi,2021,3,Petrol,Manual,28989,Used,78786.84,Q7
506,Toyota,2005,1.8,Petrol,Automatic,111996,Used,3490.9980000000005,Corolla
507,Audi,2014,2.5,Petrol,Automatic,92197,Used,12011.4225,A3
511,Audi,2023,4,Petrol,Manual,21737,Used,70083.88,Q7
513,BMW,2004,3.2,Petrol,Automatic,113904,Used,5294.9295,3 Series
514,Mercedes,2000,5,Petrol,Manual,151787,Used,10178.67,E-Class
515,Audi,2012,1.8,Petrol,Manual,81926,Used,16385.21,A4
516,BMW,2020,4.4,Petrol,Automatic,44555,Used,40096.8435,X5
517,Mercedes,2017,2.1,Diesel,Automatic,50302,Used,31255.602000000003,GLA
520,Tesla,2020,NA,Electric,Automatic,16717,Used,41326.278000000006,Model Y
521,BMW,2017,2,Diesel,Manual,34830,Used,29227.3,5 Series
524,BMW,2003,1.6,Petrol,Manual,174634,Used,9597.58,3 Series
525,Honda,2016,2,Petrol,Manual,30523,Used,14104.66,Accord
526,Mercedes,2002,3.2,Petrol,Automatic,124394,Used,7811.422500000001,E-Class
527,Ford,2016,2,Petrol,Automatic,27157,Used,9493.134,Focus
528,Toyota,2010,2,Petrol,Automatic,134297,Used,11068.974,RAV4
529,Tesla,2020,NA,Electric,Automatic,30985,Used,48817.041,Model Y
530,Ford,2019,2,Petrol,Automatic,49266,Used,22656.711,Explorer
531,BMW,2022,2,Diesel,Automatic,8752,Used,35439.956999999995,X3
532,Honda,2020,2.6,Petrol,Automatic,69173,Used,21858.847500000003,Civic
534,Honda,2001,2,Petrol,Manual,124513,Used,4316.35,Accord
535,Audi,2019,1.4,Petrol,Automatic,20287,Used,18996.4425,A4
536,Honda,2015,1.5,Hybrid,Automatic,100423,Used,13526.8455,Fit
537,Audi,2017,2,Petrol,Automatic,64362,Used,19135.641,A3
538,Mercedes,2007,3,Diesel,Manual,107989,Used,13278.22,E-Class
541,Toyota,2019,2.2,Diesel,Manual,40085,Used,19820.43,RAV4
542,BMW,2005,5,Petrol,Automatic,176765,Used,12302.7765,5 Series
543,Audi,2009,2.5,Petrol,Manual,125961,Used,9596.07,A3
544,Toyota,2020,1.8,Hybrid,Automatic,55633,Used,21881.1285,Prius
546,Honda,2012,3.5,Petrol,Manual,72426,Used,9929.49,Accord
547,Toyota,2016,1.8,Hybrid,Automatic,69425,Used,25067.0805,Prius
549,Honda,2016,2.4,Petrol,Automatic,24611,Used,13568.268,Accord
550,Mercedes,2023,1.5,Hybrid,Automatic,0,New,42435.80039999999,C-Class
552,Toyota,2008,2,Petrol,Manual,104642,Used,7788.23,RAV4
553,Audi,2000,1.9,Diesel,Automatic,108563,Used,5343.135,A4
554,Audi,2001,2,Petrol,Automatic,131263,Used,6981.7965,A4
558,Tesla,2017,NA,Electric,Automatic,40061,Used,51488.671500000004,Model X
559,Audi,2007,2.5,Diesel,Automatic,91905,Used,8387.568,A4
560,Mercedes,2020,2,Diesel,Manual,21384,Used,20127.99,GLA
561,Audi,2010,4.2,Petrol,Automatic,104309,Used,13782.604500000001,Q7
562,Tesla,2022,NA,Electric,Automatic,26122,Used,85178.40449999999,Model X
563,Ford,2001,4,Petrol,Manual,112893,Used,3644.66,Explorer
564,BMW,2007,4.4,Petrol,Automatic,85640,Used,10038.5565,X5
566,Ford,2007,4,Petrol,Automatic,100968,Used,8776.823999999999,Mustang
567,Audi,2016,3,Diesel,Manual,30980,Used,21513.53,A4
569,Toyota,2016,1.8,Petrol,Automatic,39539,Used,18163.582500000004,Corolla
570,Audi,2022,3,Diesel,Manual,5362,Like New,33390.99,Q5
571,Mercedes,2023,2,Diesel,Automatic,23255,Used,45300.5175,GLA
572,BMW,2012,4.4,Petrol,Automatic,92759,Used,21724.269,3 Series
575,Toyota,2011,2.5,Petrol,Manual,58450,Used,8267.56,Camry
577,Mercedes,2022,1.5,Petrol,Automatic,22602,Used,67874.8035,E-Class
578,Mercedes,2004,1.8,Petrol,Manual,141711,Used,8649.68,C-Class
579,BMW,2007,2.5,Diesel,Automatic,75431,Used,7416.3075,5 Series
580,Audi,2012,2,Petrol,Automatic,53700,Used,15336.499500000002,Q5
581,BMW,2007,1.6,Petrol,Automatic,101403,Used,9626.736,3 Series
586,BMW,2018,3,Petrol,Manual,24150,Used,26397.62,X5
587,Toyota,2023,2.5,Diesel,Manual,28084,Used,35080.17,RAV4
588,Mercedes,2002,5,Petrol,Manual,151122,Used,10112.25,E-Class
589,Mercedes,2023,2,Hybrid,Automatic,22980,Used,52737.95100000001,GLC
590,Audi,2016,2.9,Petrol,Manual,35645,Used,23006.46,A4
592,Honda,2019,1.5,Petrol,Manual,36719,Used,15343.87,Accord
593,Honda,2020,1.5,Petrol,Automatic,55679,Used,20092.506,Accord
594,Mercedes,2007,1.8,Petrol,Manual,140826,Used,14899.14,C-Class
595,Audi,2013,1.8,Petrol,Automatic,101902,Used,14049.388500000001,A3
597,Honda,2010,2,Petrol,Automatic,118173,Used,7874.233500000001,Civic
598,BMW,2019,3,Diesel,Manual,24533,Used,26618.81,X5
600,Honda,2018,1.8,Petrol,Manual,58770,Used,18529.43,Civic
601,Honda,2006,2,Petrol,Automatic,116252,Used,9056.460000000001,CR-V
602,Ford,2018,1,Petrol,Manual,37906,Used,10604.5,Focus
604,Toyota,2010,1.8,Hybrid,Automatic,128626,Used,10836.609,Prius
605,Audi,2004,2,Petrol,Manual,116986,Used,5667.75,A4
606,Audi,2004,1.9,Diesel,Manual,120028,Used,5876.91,A4
607,BMW,2021,1.6,Petrol,Manual,22602,Used,47601.9,3 Series
609,Honda,2009,1.6,Petrol,Automatic,113903,Used,7521.969,Civic
610,Toyota,2005,1.5,Hybrid,Automatic,134181,Used,7044.5025000000005,Prius
611,BMW,2014,4.4,Petrol,Automatic,58031,Used,17858.127000000004,5 Series
613,BMW,2016,4.4,Petrol,Automatic,25162,Used,28331.394,X5
615,Honda,2007,1.5,Petrol,Automatic,139246,Used,9612.813,Fit
616,Ford,2008,2,Petrol,Manual,100935,Used,4702.98,Focus
619,Toyota,2017,2,Petrol,Manual,49330,Used,19039.21,Camry
624,BMW,2013,1.5,Petrol,Automatic,63180,Used,13959.792000000001,3 Series
625,Ford,2008,1.6,Petrol,Manual,114544,Used,4727.2,Fiesta
626,Toyota,2008,1.5,Hybrid,Automatic,94862,Used,8051.137500000001,Prius
627,Toyota,2022,2.5,Hybrid,Automatic,11259,Used,23628.654000000002,Camry
628,Honda,2017,1.5,Hybrid,Automatic,27905,Used,12326.055,Fit
629,Ford,2009,4,Petrol,Automatic,142716,Used,10389.855000000001,Explorer
630,BMW,2020,3,Petrol,Automatic,29885,Used,31196.9805,X5
631,Audi,2003,1.8,Petrol,Manual,160548,Used,8662.69,A4
632,Audi,2011,3,Diesel,Manual,102771,Used,28192.8,Q7
635,Mercedes,2021,1.3,Hybrid,Automatic,17947,Used,41288.0265,GLA
636,Honda,2012,2.4,Petrol,Manual,66216,Used,8891.85,Civic
637,Audi,2020,2,Diesel,Manual,39663,Used,36190.78,Q7
638,Ford,2015,2,Petrol,Manual,74523,Used,7936.41,Focus
639,Honda,2001,1.6,Petrol,Manual,168527,Used,6426.33,Civic
640,Ford,2010,2,Petrol,Manual,117310,Used,5755.67,Focus
642,Toyota,2014,1.8,Petrol,Manual,102771,Used,13915.68,Corolla
643,Honda,2016,2.4,Petrol,Manual,46883,Used,18989.47,CR-V
645,Honda,2017,2.4,Petrol,Manual,54242,Used,18848.37,Accord
646,Honda,2022,1.5,Petrol,Manual,14831,Used,21539.26,Civic
647,Honda,2008,2.2,Petrol,Manual,82664,Used,5190.27,Accord
649,Honda,2013,2.4,Petrol,Automatic,50487,Used,7409.64,Civic
650,Ford,2017,1.4,Petrol,Manual,57843,Used,11541.11,Fiesta
651,Toyota,2021,2,Petrol,Automatic,8410,Used,22432.263000000003,Camry
652,Tesla,2019,NA,Electric,Automatic,70760,Used,60170.82750000001,Model S
653,BMW,2019,2,Hybrid,Automatic,59528,Used,39446.22150000001,X3
654,Honda,2020,1.6,Diesel,Manual,25651,Used,13469.34,CR-V
655,Audi,2011,2,Petrol,Manual,87200,Used,20790.72,Q5
656,Honda,2018,1.5,Petrol,Manual,43583,Used,16716.61,Accord
657,Audi,2013,3.2,Petrol,Automatic,119487,Used,17742.322500000002,A3
658,Ford,2016,2,Petrol,Automatic,25930,Used,14637.7245,Explorer
659,Audi,2023,4,Petrol,Automatic,16965,Used,67576.467,Q7
660,BMW,2020,1.6,Petrol,Automatic,62527,Used,40730.445,3 Series
661,Toyota,2002,1.8,Petrol,Manual,105598,Used,2884.85,Corolla
662,Audi,2022,2,Petrol,Manual,29723,Used,46811.47,A4
663,Audi,2006,2,Petrol,Manual,96346,Used,8543.25,A4
664,Toyota,2016,1.8,Petrol,Automatic,36610,Used,17486.805,Corolla
665,BMW,2011,3,Petrol,Automatic,104953,Used,32010.279000000002,X5
666,Honda,2008,2,Petrol,Manual,113503,Used,7132.4,Civic
667,Audi,2014,1.6,Diesel,Manual,80018,Used,9003.54,A3
668,Toyota,2017,3.5,Petrol,Automatic,41239,Used,17952.2805,Camry
670,Toyota,2012,2.5,Hybrid,Automatic,64589,Used,9647.757000000001,Camry
672,BMW,2007,4.4,Petrol,Automatic,93154,Used,11195.6985,X5
673,Honda,2013,1.5,Petrol,Automatic,70251,Used,9830.709,Fit
674,Toyota,2007,3.5,Petrol,Manual,149103,Used,11916.68,RAV4
677,Mercedes,2022,2,Diesel,Manual,5203,Like New,38137.95,GLC
678,Audi,2011,2,Diesel,Automatic,109271,Used,15596.9415,A3
679,BMW,2010,4.4,Petrol,Manual,126363,Used,15533.21,X5
680,Toyota,2021,1.8,Hybrid,Automatic,20749,Used,28391.664,Prius
681,Tesla,2021,NA,Electric,Automatic,29181,Used,88390.365,Model X
682,Audi,2010,3,Diesel,Manual,89070,Used,10634.6,Q5
683,Tesla,2021,NA,Electric,Automatic,19823,Used,47764.395000000004,Model Y
684,Toyota,2012,2.4,Petrol,Automatic,63957,Used,11403.923999999999,RAV4
685,Ford,2017,2.3,Petrol,Automatic,25112,Used,14356.7235,Explorer
686,Toyota,2001,1.5,Hybrid,Automatic,100035,Used,5251.8585,Prius
687,Mercedes,2020,1.6,Diesel,Automatic,20054,Used,23315.543999999998,C-Class
688,Toyota,2014,1.8,Petrol,Automatic,98421,Used,13926.36,Corolla
689,Toyota,2019,2.5,Diesel,Automatic,40565,Used,20932.3485,RAV4
690,Mercedes,2017,1.5,Petrol,Manual,64588,Used,41638.55,C-Class
691,BMW,2014,1.6,Petrol,Manual,101699,Used,27924.67,5 Series
692,Toyota,2018,2.5,Diesel,Manual,33065,Used,18135.53,RAV4
693,Mercedes,2022,2,Diesel,Manual,20152,Used,48303.56,GLC
694,Audi,2023,3,Petrol,Automatic,17244,Used,48535.074,Q5
695,Ford,2011,2,Petrol,Automatic,103224,Used,16426.9665,Explorer
696,Ford,2012,2.3,Petrol,Manual,108363,Used,12448.35,Focus
697,Toyota,2021,2.5,Hybrid,Automatic,12342,Used,28900.389000000003,RAV4
698,BMW,2010,3,Petrol,Manual,99914,Used,11654.1,X5
699,BMW,2004,2,Petrol,Automatic,132426,Used,8845.588500000002,X3
701,Toyota,2023,2,Petrol,Automatic,15073,Used,26484.496500000005,Corolla
702,Ford,2002,1.6,Petrol,Automatic,130364,Used,2185.9320000000002,Fiesta
703,BMW,2021,2,Petrol,Automatic,15620,Used,42650.58,X3
704,Toyota,2018,1.8,Hybrid,Automatic,42767,Used,18909.1875,Prius
705,Tesla,2022,NA,Electric,Automatic,9051,Used,33705.5775,Model 3
706,BMW,2006,3,Diesel,Manual,149168,Used,14900.19,3 Series
707,Mercedes,2011,1.6,Petrol,Automatic,61185,Used,15536.0415,C-Class
709,BMW,2004,4.4,Petrol,Manual,146394,Used,9639.44,X5
710,Ford,2014,2,Petrol,Manual,94675,Used,10623.39,Focus
711,Honda,2007,2,Petrol,Manual,117239,Used,8723.92,CR-V
713,Audi,2015,2,Diesel,Manual,71389,Used,14277.82,A4
714,Audi,2007,2.5,Petrol,Automatic,111196,Used,8525.6325,A3
715,Ford,2000,4.6,Petrol,Automatic,121670,Used,5862.8745,Mustang
716,BMW,2011,1.6,Petrol,Manual,74678,Used,16169.47,3 Series
717,Toyota,2004,1.5,Hybrid,Automatic,175894,Used,9234.4455,Prius
719,Ford,2000,2,Petrol,Automatic,197012,Used,8208.2595,Focus
721,BMW,2007,1.6,Petrol,Automatic,129883,Used,13215.310500000001,3 Series
722,Audi,2002,1.8,Petrol,Automatic,146600,Used,7390.708500000001,A3
724,Toyota,2001,1.8,Petrol,Manual,158546,Used,6525.07,Corolla
726,Audi,2009,3,Diesel,Automatic,80503,Used,10395.252,Q5
727,Audi,2020,1,Petrol,Automatic,77711,Used,22193.7345,A3
728,Honda,2013,2.4,Petrol,Manual,107602,Used,13740.17,Accord
729,Honda,2006,1.3,Hybrid,Automatic,128125,Used,8695.280999999999,Civic
732,Tesla,2015,NA,Electric,Automatic,32505,Used,46728.402,Model X
733,Honda,2012,1.3,Petrol,Automatic,71389,Used,9970.1595,Fit
734,Audi,2008,3,Diesel,Manual,86170,Used,7271.27,A4
735,Ford,2019,1,Hybrid,Automatic,36929,Used,9483.0435,Fiesta
737,Audi,2021,NA,Electric,Automatic,22982,Used,30652.471500000003,A3
738,Ford,2009,4,Petrol,Automatic,109088,Used,7111.041,Explorer
739,Ford,2021,1,Hybrid,Automatic,6955,Used,15227.814,Focus
740,Honda,2011,2.2,Diesel,Manual,79780,Used,12467.02,CR-V
742,BMW,2013,2,Petrol,Automatic,84675,Used,19602.303,3 Series
744,Honda,2001,1.3,Petrol,Automatic,129125,Used,5204.073,Fit
745,Honda,2020,1,Petrol,Manual,33599,Used,12991.83,Civic
746,BMW,2019,4.4,Petrol,Manual,49375,Used,40972.43,X5
747,Toyota,2010,1.8,Hybrid,Automatic,121632,Used,10259.634,Prius
748,Audi,2015,3,Diesel,Automatic,69614,Used,18421.242000000002,Q5
749,Mercedes,2018,3,Petrol,Automatic,55448,Used,39532.4685,C-Class
750,Tesla,2022,NA,Electric,Automatic,23833,Used,41753.775,Model 3
751,Mercedes,2005,3.5,Petrol,Manual,120009,Used,6750.76,C-Class
752,Audi,2023,2,Diesel,Automatic,23514,Used,75827.6085,Q7
753,Honda,2018,1.5,Hybrid,Automatic,25142,Used,11687.749500000002,Fit
754,Toyota,2004,1.5,Hybrid,Automatic,106121,Used,5571.352500000001,Prius
755,Honda,2003,2,Petrol,Manual,151102,Used,5811.98,Accord
756,Ford,2014,1.6,Diesel,Automatic,65312,Used,6589.842000000001,Fiesta
758,Honda,2019,1.5,Petrol,Manual,64836,Used,20967.29,Accord
759,Audi,2009,1.9,Diesel,Manual,98237,Used,6823.67,A3
760,Audi,2023,3,Diesel,Manual,0,New,35193.174,A4
761,Audi,2021,1.4,Hybrid,Automatic,12581,Used,26283.946500000002,A3
762,Mercedes,2002,6,Petrol,Automatic,172951,Used,12909.865500000002,E-Class
763,Ford,2004,3.8,Petrol,Automatic,159924,Used,9592.611,Mustang
764,Audi,2005,1.8,Petrol,Manual,159428,Used,7599.97,A3
766,Mercedes,2021,4,Petrol,Manual,13307,Used,43648.77,GLC
767,BMW,2007,2,Diesel,Automatic,126562,Used,12403.082999999999,X3
768,Toyota,2006,2.4,Petrol,Manual,128827,Used,9533.98,Camry
769,Tesla,2020,NA,Electric,Automatic,22468,Used,44345.595,Model Y
771,Toyota,2005,2,Diesel,Automatic,161643,Used,8813.4165,RAV4
772,Audi,2013,3.2,Petrol,Manual,52516,Used,14387.5,Q5
774,BMW,2012,1.6,Petrol,Manual,66319,Used,14079.77,3 Series
775,Mercedes,2019,2,Hybrid,Automatic,28641,Used,29089.599000000002,GLC
776,BMW,2016,1.6,Petrol,Manual,46763,Used,36652.75,5 Series
777,Tesla,2022,NA,Electric,Automatic,9800,Used,34113.114,Model 3
778,Ford,2006,4.6,Petrol,Manual,93179,Used,7482.61,Mustang
779,Audi,2003,1.6,Petrol,Manual,116344,Used,5715.04,A3
780,BMW,2013,3,Petrol,Manual,65006,Used,13751.62,3 Series
782,Tesla,2023,NA,Electric,Automatic,16877,Used,75470.6505,Model X
783,Ford,2004,2.3,Petrol,Automatic,176856,Used,6914.9535000000005,Focus
784,Honda,2015,2.2,Diesel,Manual,50375,Used,8056.28,CR-V
785,Honda,2022,1.5,Petrol,Automatic,18373,Used,29913.429,CR-V
786,Ford,2019,1,Petrol,Automatic,20083,Used,7360.3949999999995,Fiesta
788,Mercedes,2023,1.6,Petrol,Manual,15065,Used,54091.28,E-Class
789,Ford,2023,5,Petrol,Automatic,20574,Used,43394.61,Mustang
790,Audi,2001,1.6,Petrol,Manual,119583,Used,5856.74,A3
792,Honda,2018,1.2,Petrol,Automatic,27508,Used,12234.453000000001,Fit
793,BMW,2018,2,Petrol,Automatic,61035,Used,47809.5345,5 Series
794,Mercedes,2016,1.8,Petrol,Manual,49528,Used,40322.42,E-Class
795,Honda,2013,1.5,Petrol,Automatic,60666,Used,8656.557,Fit
796,BMW,2018,2,Petrol,Manual,60353,Used,37934.58,X3
797,BMW,2021,2,Diesel,Manual,18355,Used,43354.72,X3
798,Audi,2023,2,Diesel,Manual,9243,Used,32884.92,A4
800,Toyota,2011,2.5,Petrol,Manual,101466,Used,14719.85,Camry
804,Audi,2018,2,Hybrid,Automatic,32239,Used,33167.6835,Q7
805,BMW,2015,2,Diesel,Manual,56938,Used,16734.38,5 Series
807,Toyota,2003,1.8,Petrol,Automatic,101767,Used,2752.5750000000003,Corolla
809,BMW,2016,3,Hybrid,Automatic,41409,Used,29890.182,3 Series
810,Toyota,2022,1.8,Hybrid,Automatic,25938,Used,30135.2835,Prius
811,Toyota,2000,1.5,Hybrid,Automatic,149921,Used,7870.842000000001,Prius
812,Toyota,2017,1.8,Petrol,Automatic,32239,Used,16477.2405,Corolla
813,Mercedes,2019,2.1,Diesel,Automatic,16596,Used,19458.4425,GLA
814,Audi,2016,2,Hybrid,Automatic,40005,Used,38223.4965,Q7
815,Mercedes,2014,1.8,Petrol,Automatic,74765,Used,19100.781000000003,C-Class
816,Honda,2010,2.2,Diesel,Manual,122071,Used,9207.1,CR-V
817,BMW,2021,4.4,Petrol,Manual,23571,Used,62285.45,5 Series
818,Audi,2012,6,Diesel,Automatic,64000,Used,19425.063000000002,Q7
823,Mercedes,2019,1.6,Petrol,Automatic,39072,Used,27325.095,GLA
824,Audi,2015,4.2,Diesel,Manual,56400,Used,16600.02,Q7
825,Ford,2014,2,Petrol,Automatic,84006,Used,12391.354500000001,Explorer
826,BMW,2014,2.5,Petrol,Manual,87378,Used,24344.48,5 Series
827,Audi,2005,1.9,Diesel,Manual,114126,Used,5618.03,A3
828,BMW,2014,2,Diesel,Manual,59010,Used,17252.54,5 Series
829,Ford,2013,3.5,Petrol,Automatic,74000,Used,10290.0525,Explorer
830,Ford,2010,4.6,Petrol,Automatic,128648,Used,9018.219000000001,Explorer
831,BMW,2006,2,Petrol,Manual,75124,Used,7011.55,X3
832,Toyota,2008,1.8,Petrol,Manual,87467,Used,4193.34,Corolla
833,Honda,2015,1.6,Petrol,Manual,52050,Used,7239.19,Civic
835,Toyota,2019,1.8,Petrol,Automatic,35067,Used,17130.5295,Corolla
836,Toyota,2009,2,Petrol,Manual,141326,Used,11194.6,RAV4
837,Mercedes,2017,2,Hybrid,Automatic,23685,Used,29511.027000000002,E-Class
841,Audi,2016,2,Petrol,Automatic,34314,Used,23709.5775,A4
843,Mercedes,2012,1.6,Petrol,Manual,87508,Used,21377.02,C-Class
844,Ford,2005,1.3,Petrol,Automatic,158830,Used,3039.897,Fiesta
846,Toyota,2012,2.5,Hybrid,Automatic,92996,Used,14121.807,Camry
847,Ford,2018,2.3,Petrol,Automatic,74627,Used,16742.9955,Focus
848,BMW,2020,4.4,Petrol,Automatic,58599,Used,48616.89000000001,X5
849,Honda,2018,2.6,Petrol,Manual,26433,Used,11415.19,Civic
851,BMW,2002,2,Petrol,Automatic,171769,Used,9851.8245,3 Series
852,BMW,2013,1.6,Petrol,Automatic,75713,Used,17249.767499999998,3 Series
853,Audi,2018,2,Diesel,Manual,34314,Used,32874.82,Q7
854,Honda,2004,1.5,Petrol,Manual,114303,Used,3715.14,Civic
855,BMW,2004,2,Diesel,Automatic,173476,Used,12000.618,5 Series
856,BMW,2019,2,Diesel,Automatic,48080,Used,42235.494,X5
857,Honda,2016,2,Petrol,Manual,58244,Used,19648.72,Accord
859,BMW,2009,4.4,Petrol,Manual,132445,Used,12893.45,3 Series
860,Honda,2004,2.4,Petrol,Manual,122636,Used,4210.76,Accord
861,BMW,2003,1.6,Petrol,Automatic,168956,Used,9630.2535,3 Series
862,BMW,2005,3,Diesel,Manual,100156,Used,4011.68,3 Series
863,Audi,2003,4.2,Petrol,Automatic,137418,Used,7426.146000000001,A4
864,Toyota,2006,2,Petrol,Automatic,96265,Used,7360.846500000001,RAV4
865,BMW,2006,4,Petrol,Manual,116409,Used,10969.08,3 Series
866,Ford,2017,2,Petrol,Automatic,48635,Used,22439.928,Explorer
869,Toyota,2023,2.2,Diesel,Automatic,29850,Used,37724.169,RAV4
870,Toyota,2003,2,Petrol,Automatic,103369,Used,3459.5400000000004,RAV4
871,Toyota,2005,1.5,Hybrid,Automatic,150619,Used,7907.518500000001,Prius
872,Audi,2008,6,Diesel,Manual,114555,Used,14219.23,Q7
873,BMW,2021,3,Diesel,Automatic,10833,Used,37625.101500000004,X3
875,BMW,2011,3,Diesel,Automatic,83127,Used,20136.438000000002,X3
876,Audi,2019,2,Diesel,Manual,58346,Used,30270.8,A4
877,Audi,2023,1.4,Hybrid,Automatic,32393,Used,34605.23850000001,A3
878,Mercedes,2003,5.4,Petrol,Automatic,163022,Used,11040.1515,C-Class
879,Ford,2020,3,Petrol,Automatic,46958,Used,21863.698500000002,Explorer
880,Audi,2023,1.5,Hybrid,Automatic,35772,Used,36024.124500000005,A3
882,Honda,2009,2.2,Diesel,Manual,81883,Used,5188.26,CR-V
883,Ford,2021,5.2,Petrol,Manual,5514,Like New,27472.87,Mustang
886,Toyota,2022,1.8,Hybrid,Automatic,16693,Used,27028.9425,Prius
888,Honda,2023,1.5,Petrol,Manual,17963,Used,28259.41,CR-V
890,Honda,2015,2.4,Petrol,Automatic,76529,Used,10892.721000000001,Accord
891,Ford,2015,1.6,Petrol,Manual,74324,Used,7026.97,Fiesta
893,Audi,2009,4.2,Petrol,Automatic,140939,Used,17885.217,Q7
895,Toyota,2005,1.5,Hybrid,Automatic,149969,Used,7873.362,Prius
896,Mercedes,2011,2,Petrol,Manual,67859,Used,19357.66,E-Class
897,Toyota,2008,3.5,Petrol,Manual,80564,Used,5052.37,Camry
898,Honda,2012,1.6,Petrol,Manual,61950,Used,8394.12,Civic
900,Toyota,2023,2,Petrol,Automatic,24173,Used,29542.170000000002,Corolla
901,Ford,2010,5.4,Petrol,Automatic,142614,Used,13696.221000000001,Mustang
902,Audi,2019,1.8,Petrol,Automatic,98655,Used,26991.888000000003,A3
903,Honda,2017,1.5,Hybrid,Automatic,23040,Used,11202.1875,Fit
905,Toyota,2020,2,Petrol,Manual,63960,Used,22550.31,Camry
907,Ford,2017,2,Petrol,Automatic,47935,Used,22199.593500000003,Explorer
909,Toyota,2006,2.4,Petrol,Automatic,130848,Used,10207.6485,Camry
911,Toyota,2014,2,Petrol,Manual,72560,Used,10384.04,Camry
912,Honda,2017,1,Petrol,Automatic,68602,Used,21726.999000000003,Civic
913,Toyota,2023,1.8,Hybrid,Automatic,9211,Used,24515.053499999998,Corolla
914,Ford,2010,2,Petrol,Automatic,143013,Used,7778.3895,Focus
915,Tesla,2019,NA,Electric,Automatic,21475,Used,39779.11350000001,Model X
918,Tesla,2015,NA,Electric,Automatic,60580,Used,54185.313,Model S
919,Mercedes,2006,3.2,Petrol,Automatic,141235,Used,15695.568000000001,C-Class
920,BMW,2020,3,Diesel,Manual,55450,Used,35331.06,3 Series
921,Toyota,2009,2.4,Petrol,Manual,107703,Used,6072.47,Corolla
922,Audi,2011,3,Diesel,Manual,101426,Used,23417.05,Q5
923,Tesla,2023,NA,Electric,Automatic,29092,Used,88296.81,Model X
926,Ford,2020,3,Petrol,Automatic,29799,Used,15967.2975,Explorer
927,Audi,2017,2.5,Petrol,Automatic,60731,Used,18303.726,A3
929,Audi,2002,1.9,Diesel,Manual,120926,Used,5938.64,A4
930,Audi,2022,NA,Electric,Automatic,12439,Used,26224.3905,A3
932,Honda,2023,2,Hybrid,Automatic,27046,Used,35013.31050000001,CR-V
934,Ford,2018,1.5,Diesel,Manual,40397,Used,9447.58,Fiesta
935,Toyota,2018,2.5,Diesel,Automatic,61715,Used,26262.222,RAV4
936,Audi,2020,2,Diesel,Manual,64555,Used,36218.03,Q5
937,Mercedes,2011,3.5,Petrol,Manual,90609,Used,22152.17,C-Class
938,Toyota,2008,2.5,Petrol,Automatic,118558,Used,9534.4305,RAV4
940,Toyota,2017,1.8,Hybrid,Automatic,21019,Used,13885.305,Prius
942,Audi,2003,1.6,Petrol,Automatic,163584,Used,9314.991,A4
943,Audi,2009,4.2,Petrol,Manual,94618,Used,12092.56,Q7
944,BMW,2006,2.5,Diesel,Automatic,133700,Used,16389.828,5 Series
945,Mercedes,2021,3,Petrol,Manual,7798,Used,37798.3,C-Class
946,Toyota,2022,2,Diesel,Automatic,7428,Used,26423.5125,RAV4
947,Toyota,2000,2.2,Petrol,Automatic,148851,Used,6560.253,Camry
948,Honda,2016,1.8,Petrol,Automatic,60154,Used,19775.500500000002,Civic
949,BMW,2023,2,Hybrid,Automatic,9979,Used,36727.950000000004,X3
952,Honda,2008,1.8,Petrol,Manual,95601,Used,5725.77,Civic
953,Honda,2006,2.2,Diesel,Automatic,100021,Used,7352.1735,CR-V
954,Honda,2021,1.2,Petrol,Automatic,11539,Used,21371.8365,Fit
955,Mercedes,2016,3.5,Hybrid,Automatic,26690,Used,31002.447,E-Class
956,Mercedes,2016,4,Petrol,Manual,56653,Used,39418.62,GLC
957,Ford,2001,2.3,Petrol,Manual,130893,Used,3776.78,Focus
958,Ford,2005,4.6,Petrol,Automatic,131625,Used,4810.333500000001,Explorer
959,Honda,2013,2.4,Petrol,Automatic,66938,Used,11067.7875,CR-V
960,BMW,2005,5,Petrol,Manual,136726,Used,8213.51,5 Series
961,Toyota,2001,1.8,Petrol,Manual,157236,Used,8008.14,RAV4
963,BMW,2009,3,Petrol,Automatic,140107,Used,17376.408,5 Series
964,Audi,2020,2,Diesel,Manual,25939,Used,23579.9,Q5
966,Mercedes,2001,2.5,Petrol,Manual,116361,Used,6431.55,C-Class
967,Ford,2021,2,Diesel,Automatic,6283,Used,15046.374,Focus
968,Toyota,2015,2.5,Petrol,Automatic,87161,Used,13202.847,Camry
